# Balanced high-frequency opening positions from the Lichess Elite November 2025 corpus.
# Source URL: https://database.nikonoel.fr/lichess_elite_2025-11.zip
# Source archive SHA-256: 1ffa577aa0a1352fa04c9a890a6706049a3a79edc52810b136758d1e2a1a2eab
# Source PGN SHA-256: 6a6947c6b92c74f54a186fdc5f4e28354d92153ea24a45b54dee083fcc947594
# Selection: both ratings >= 2500, 8 plies, equal material, not in check, unique canonical positions, |SF eval| <= 50 cp, max 4 per ECO.
# Stockfish: Stockfish 18; nodes=250000; threads=1; hash_mib=128; sha256=7a44d64fd877ee888a5160349827563444e1935ca6c1095d0f8e0859d57101c7
# Columns: opening_id, UCI move sequence, expected final FEN
elite-2025-11-021	e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 h2h4 h7h5	rn1qkbnr/pp2ppp1/2p5/3pPb1p/3P3P/8/PPP2PP1/RNBQKBNR w KQkq - 0 5
elite-2025-11-022	c2c4 e7e6 g2g3 d7d5 f1g2 g8f6 g1f3 f8e7	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 4 5
elite-2025-11-023	e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 f1d3 b8c6	r1bqkbnr/pp2pppp/2n5/3p4/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq - 2 5
elite-2025-11-024	e2e4 c7c5 g1f3 d7d6 f1b5 c8d7 b5d7 d8d7	rn2kbnr/pp1qpppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5
elite-2025-11-025	e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 e7e5	r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5
elite-2025-11-026	d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5	rnbqkb1r/ppp1pp1p/6p1/3n4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-027	e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6	r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5
elite-2025-11-028	e2e4 c7c5 g1f3 b8c6 f1b5 g7g6 e1g1 f8g7	r1bqk1nr/pp1pppbp/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 5
elite-2025-11-029	c2c4 e7e5 g2g3 g8f6 f1g2 c7c6 d2d4 e5e4	rnbqkb1r/pp1p1ppp/2p2n2/8/2PPp3/6P1/PP2PPBP/RNBQK1NR w KQkq - 0 5
elite-2025-11-030	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6	rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5
elite-2025-11-031	e2e4 c7c5 g1f3 b8c6 f1b5 e7e6 e1g1 g8e7	r1bqkb1r/pp1pnppp/2n1p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 5
elite-2025-11-032	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5	rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5
elite-2025-11-033	g1f3 d7d5 g2g3 g8f6 f1g2 e7e6 e1g1 f8e7	rnbqk2r/ppp1bppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 2 5
elite-2025-11-034	d2d4 g8f6 g1f3 g7g6 g2g3 f8g7 f1g2 e8g8	rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ - 3 5
elite-2025-11-035	e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6	rnbqkb1r/pp2pppp/5n2/3p4/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5
elite-2025-11-036	e2e4 c7c6 g1f3 d7d5 b1c3 d5e4 c3e4 g8f6	rnbqkb1r/pp2pppp/2p2n2/8/4N3/5N2/PPPP1PPP/R1BQKB1R w KQkq - 1 5
elite-2025-11-037	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6	r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5
elite-2025-11-038	d2d4 d7d5 g1f3 g8f6 c1f4 e7e6 e2e3 f8d6	rnbqk2r/ppp2ppp/3bpn2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5
elite-2025-11-039	d2d4 g8f6 c2c4 g7g6 g1f3 f8g7 g2g3 e8g8	rnbq1rk1/ppppppbp/5np1/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQ - 1 5
elite-2025-11-040	e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 c8f5	rn1qkbnr/pp2pppp/2p5/5b2/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 1 5
elite-2025-11-041	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 b8d7	r1bqkb1r/pppn1ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5
elite-2025-11-042	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7	rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5
elite-2025-11-043	e2e4 d7d6 d2d4 g8f6 b1c3 e7e5 d4e5 d6e5	rnbqkb1r/ppp2ppp/5n2/4p3/4P3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-044	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d3 f8e7	r1bqk2r/ppppbppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5
elite-2025-11-045	c2c4 c7c5 g2g3 b8c6 f1g2 g7g6 b1c3 f8g7	r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5
elite-2025-11-046	d2d4 g8f6 g1f3 e7e6 c1f4 d7d5 e2e3 c7c5	rnbqkb1r/pp3ppp/4pn2/2pp4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5
elite-2025-11-047	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5	rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5
elite-2025-11-048	g1f3 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8	rnbq1rk1/ppppppbp/5np1/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQ - 3 5
elite-2025-11-049	e2e4 c7c5 c2c3 g8f6 e4e5 f6d5 g1f3 b8c6	r1bqkb1r/pp1ppppp/2n5/2pnP3/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 3 5
elite-2025-11-050	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5	r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq - 0 5
elite-2025-11-051	c2c4 g8f6 g2g3 g7g6 f1g2 f8g7 b1c3 e8g8	rnbq1rk1/ppppppbp/5np1/8/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQ - 4 5
elite-2025-11-052	e2e4 c7c5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7	r1bqk1nr/pp1pppbp/2n3p1/2p5/4P3/2N3P1/PPPP1PBP/R1BQK1NR w KQkq - 2 5
elite-2025-11-053	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e4 f8b4	r1bqk2r/pppp1ppp/2n2n2/4p3/1bP1P3/2N2N2/PP1P1PPP/R1BQKB1R w KQkq - 1 5
elite-2025-11-054	d2d4 d7d5 c2c4 c7c6 c4d5 c6d5 b1c3 g8f6	rnbqkb1r/pp2pppp/5n2/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 5
elite-2025-11-055	g1f3 d7d5 d2d4 g8f6 c2c4 e7e6 c4d5 e6d5	rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5
elite-2025-11-056	e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 d7d6	r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5
elite-2025-11-057	e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7	rnbqkb1r/pppn1ppp/4p3/3pP3/3P4/8/PPPN1PPP/R1BQKBNR w KQkq - 1 5
elite-2025-11-058	g1f3 g8f6 b2b3 g7g6 c1b2 f8g7 g2g3 e8g8	rnbq1rk1/ppppppbp/5np1/8/8/1P3NP1/PBPPPP1P/RN1QKB1R w KQ - 1 5
elite-2025-11-059	e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 g1f3 g8f6	rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5
elite-2025-11-060	g1f3 d7d5 d2d4 g8f6 c2c4 c7c6 c4d5 c6d5	rnbqkb1r/pp2pppp/5n2/3p4/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5
elite-2025-11-061	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7	rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 4 5
elite-2025-11-062	e2e4 c7c5 g1f3 d7d6 f1b5 c8d7 b5d7 b8d7	r2qkbnr/pp1npppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5
elite-2025-11-063	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6	rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5
elite-2025-11-064	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 a7a6	rnbqkb1r/1p2pppp/p1p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5
elite-2025-11-065	e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 f1b5 c6d4	r1bqkb1r/pppp1ppp/5n2/1B2p3/3nP3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5
elite-2025-11-066	e2e4 c7c5 g1f3 e7e6 c2c3 g8f6 e4e5 f6d5	rnbqkb1r/pp1p1ppp/4p3/2pnP3/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 5
elite-2025-11-067	e2e4 c7c5 g1f3 d7d6 f1b5 b8d7 e1g1 a7a6	r1bqkbnr/1p1npppp/p2p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5
elite-2025-11-068	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1c2 e8g8	rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQ - 4 5
elite-2025-11-069	e2e4 e7e6 d2d4 d7d5 b1d2 c7c5 e4d5 d8d5	rnb1kbnr/pp3ppp/4p3/2pq4/3P4/8/PPPN1PPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-070	d2d4 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8	rnbq1rk1/ppppppbp/5np1/8/2PP4/6P1/PP2PPBP/RNBQK1NR w KQ - 3 5
elite-2025-11-071	g1f3 c7c5 g2g3 b8c6 f1g2 g7g6 e1g1 f8g7	r1bqk1nr/pp1pppbp/2n3p1/2p5/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 2 5
elite-2025-11-072	e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 f1d3 g8f6	rnbqkb1r/pp2pppp/5n2/3p4/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq - 2 5
elite-2025-11-073	e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 g1f3 b8c6	r1bqkbnr/ppp2ppp/2n5/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5
elite-2025-11-074	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 a7a6	rnbqkb1r/1pp2ppp/p3pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5
elite-2025-11-075	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d3 h7h6	r1bqkb1r/pppp1pp1/2n2n1p/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5
elite-2025-11-076	d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6	rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-077	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 d1d4 b8c6	r1bqkbnr/pp2pppp/2np4/8/3QP3/5N2/PPP2PPP/RNB1KB1R w KQkq - 1 5
elite-2025-11-078	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7	rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/6P1/PP2PPBP/RNBQK1NR w KQkq - 2 5
elite-2025-11-079	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8g4	rn1qkb1r/pp2pppp/2p2n2/3p4/6b1/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 2 5
elite-2025-11-080	d2d4 g8f6 c1f4 d7d5 e2e3 c7c5 c2c3 b8c6	r1bqkb1r/pp2pppp/2n2n2/2pp4/3P1B2/2P1P3/PP3PPP/RN1QKBNR w KQkq - 1 5
elite-2025-11-081	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7	rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R w KQkq - 1 5
elite-2025-11-082	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8f5	rn1qkb1r/pp2pppp/2p2n2/3p1b2/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 2 5
elite-2025-11-083	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5	rnbqkbnr/pp3ppp/8/2pp4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-084	c2c4 e7e5 g2g3 g8f6 f1g2 d7d5 c4d5 f6d5	rnbqkb1r/ppp2ppp/8/3np3/8/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 5
elite-2025-11-085	g1f3 d7d6 d2d4 g8f6 g2g3 g7g6 f1g2 f8g7	rnbqk2r/ppp1ppbp/3p1np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 2 5
elite-2025-11-086	g1f3 c7c5 c2c4 b8c6 g2g3 g7g6 f1g2 f8g7	r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 2 5
elite-2025-11-087	g1f3 d7d5 g2g3 g7g6 f1g2 f8g7 d2d4 g8f6	rnbqk2r/ppp1ppbp/5np1/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 1 5
elite-2025-11-088	d2d4 g8f6 g1f3 g7g6 c1f4 f8g7 e2e3 e8g8	rnbq1rk1/ppppppbp/5np1/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQ - 1 5
elite-2025-11-089	e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 g1f3 b8c6	r1bqkbnr/pp2pppp/2n5/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5
elite-2025-11-090	e2e4 c7c5 b1c3 b8c6 f2f4 g7g6 g1f3 f8g7	r1bqk1nr/pp1pppbp/2n3p1/2p5/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 2 5
elite-2025-11-091	c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 d2d4 c7c6	rnbqkbnr/pp3ppp/2p5/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-092	d2d4 g8f6 c1f4 g7g6 b1c3 d7d5 e2e3 f8g7	rnbqk2r/ppp1ppbp/5np1/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR w KQkq - 1 5
elite-2025-11-093	e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 d1d4 g8f6	rnbqkb1r/pp1ppp1p/5np1/8/3QP3/5N2/PPP2PPP/RNB1KB1R w KQkq - 1 5
elite-2025-11-094	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g1f3 e8g8	rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQ - 4 5
elite-2025-11-095	d2d4 g8f6 g1f3 e7e6 g2g3 d7d5 f1g2 f8e7	rnbqk2r/ppp1bppp/4pn2/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 2 5
elite-2025-11-096	e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 f8e7	r1bqk1nr/1pppbppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5
elite-2025-11-097	d2d4 g8f6 g1f3 e7e6 c1f4 b7b6 e2e3 c8b7	rn1qkb1r/pbpp1ppp/1p2pn2/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5
elite-2025-11-098	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1c2 d7d5	rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 5
elite-2025-11-099	d2d4 g8f6 c2c4 g7g6 g1f3 f8g7 g2g3 d7d6	rnbqk2r/ppp1ppbp/3p1np1/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 5
elite-2025-11-100	c2c4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6	r1bqkb1r/pp1ppppp/2n2n2/8/2PN4/8/PP2PPPP/RNBQKB1R w KQkq - 1 5
elite-2025-11-101	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8g4	rn1qkb1r/pp2pppp/2p2n2/3p4/2PP2b1/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5
elite-2025-11-102	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g1f3 b7b6	rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5
elite-2025-11-103	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 d8e7	rnb1k2r/ppppqppp/4pn2/8/1bPP4/5N2/PP1BPPPP/RN1QKB1R w KQkq - 4 5
elite-2025-11-104	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 b7b6	rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-105	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 f2f3 c7c5	rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N2P2/PP2P1PP/R1BQKBNR w KQkq - 0 5
elite-2025-11-106	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 d1d4 g8f6	rnbqkb1r/pp2pppp/3p1n2/8/3QP3/5N2/PPP2PPP/RNB1KB1R w KQkq - 1 5
elite-2025-11-107	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 c7c5	rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-108	e2e4 c7c5 c2c3 d7d5 e4d5 d8d5 d2d4 g8f6	rnb1kb1r/pp2pppp/5n2/2pq4/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5
elite-2025-11-109	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5	r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5
elite-2025-11-110	e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8e7	r1bqkb1r/1pppnppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5
elite-2025-11-111	d2d4 d7d5 c2c4 e7e6 b1c3 a7a6 c4d5 e6d5	rnbqkbnr/1pp2ppp/p7/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-112	d2d4 g8f6 b1c3 d7d5 c1f4 a7a6 e2e3 e7e6	rnbqkb1r/1pp2ppp/p3pn2/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR w KQkq - 0 5
elite-2025-11-113	e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 d8b6	rnb1kbnr/pp3ppp/1q2p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5
elite-2025-11-114	e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4d5 e6d5	rnbqk1nr/ppp2ppp/8/3p4/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5
elite-2025-11-115	c2c4 e7e6 g2g3 d7d5 f1g2 g8f6 g1f3 d5d4	rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5
elite-2025-11-116	e2e4 c7c5 g1f3 b8c6 f1b5 e7e5 e1g1 f8d6	r1bqk1nr/pp1p1ppp/2nb4/1Bp1p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 5
elite-2025-11-117	d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5	rnbqkbnr/pp3ppp/8/2pp4/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5
elite-2025-11-118	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 h7h6	rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5
elite-2025-11-119	g1f3 d7d5 e2e3 g8f6 c2c4 e7e6 b1c3 f8e7	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/2N1PN2/PP1P1PPP/R1BQKB1R w KQkq - 2 5
