# Deterministic 50-opening subset of official-stockfish/books 8moves_v3.pgn.
# Source commit: 65815ccdbc7727cd4f6aee252ba8f67fb740e92f
# Source archive SHA-256: 7e1e9dd118b4bb97d8a8b5b8a790c86e21f8509d59a27d2883767d94477be02e
# Columns: opening_id, UCI move sequence, expected final FEN
8moves-v3-04901	d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 g1f3 f8g7 e2e3 e8g8 d1b3 e7e6 c1d2 b7b6 c4d5 e6d5	rnbq1rk1/p1p2pbp/1p3np1/3p4/3P4/1QN1PN2/PP1B1PPP/R3KB1R w KQ - 0 9
8moves-v3-05300	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 g2g3 e7e5 d4b3 c8g4 d1d3 b8c6	r2qkb1r/1p3ppp/p1np1n2/4p3/4P1b1/1NNQ2P1/PPP2P1P/R1B1KB1R w KQkq - 4 9
8moves-v3-05487	d2d4 d7d5 g1f3 g8f6 c2c4 d5c4 b1c3 a7a6 e2e3 b7b5 a2a4 b5b4 c3b1 c7c5 f1c4 e7e6	rnbqkb1r/5ppp/p3pn2/2p5/PpBP4/4PN2/1P3PPP/RNBQK2R w KQkq - 0 9
8moves-v3-05508	g1f3 d7d5 c2c4 e7e6 d2d4 f8e7 b1c3 g8f6 c1g5 h7h6 g5f6 e7f6 e2e3 e8g8 d1d2 b8c6	r1bq1rk1/ppp2pp1/2n1pb1p/3p4/2PP4/2N1PN2/PP1Q1PPP/R3KB1R w KQ - 3 9
8moves-v3-05779	c2c4 c7c5 g2g3 b8c6 f1g2 b7b6 g1f3 c8b7 e1g1 g8f6 b2b3 e7e6 c1b2 f8e7 d2d4 c6d4	r2qk2r/pb1pbppp/1p2pn2/2p5/2Pn4/1P3NP1/PB2PPBP/RN1Q1RK1 w kq - 0 9
8moves-v3-05890	e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 b8c6 b1c3 d8c7 c1e3 a7a6 f1d3 g8f6 e1g1 b7b5	r1b1kb1r/2qp1ppp/p1n1pn2/1p6/3NP3/2NBB3/PPP2PPP/R2Q1RK1 w kq - 0 9
8moves-v3-06373	g1f3 g8f6 c2c4 e7e6 b1c3 d7d5 d2d4 c7c6 c1g5 h7h6 g5h4 f8e7 e2e3 b8d7 f1d3 b7b6	r1bqk2r/p2nbpp1/1pp1pn1p/3p4/2PP3B/2NBPN2/PP3PPP/R2QK2R w KQkq - 0 9
8moves-v3-06388	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 b1c3 e7e6 f3h4 f5g6 g2g3 b8d7 d1b3 d8c7	r3kb1r/ppqn1ppp/2p1pnb1/3p4/2PP3N/1QN1P1P1/PP3P1P/R1B1KB1R w KQkq - 3 9
8moves-v3-06998	g1f3 g8f6 g2g3 d7d5 f1g2 e7e6 e1g1 f8e7 c2c4 c7c6 b2b3 b7b6 c1b2 c8b7 d1c2 e8g8	rn1q1rk1/pb2bppp/1pp1pn2/3p4/2P5/1P3NP1/PBQPPPBP/RN3RK1 w - - 4 9
8moves-v3-07073	c2c4 e7e6 g2g3 d7d5 f1g2 d5c4 d1a4 b8d7 a4c4 c7c5 c4b3 g8e7 b1c3 e7f5 g1f3 f8e7	r1bqk2r/pp1nbppp/4p3/2p2n2/8/1QN2NP1/PP1PPPBP/R1B1K2R w KQkq - 6 9
8moves-v3-07291	d2d4 e7e6 c2c4 f8b4 b1c3 b7b6 e2e4 c8b7 f1d3 f7f5 d4d5 f5e4 d3e4 g8f6 e4f3 b4c3	rn1qk2r/pbpp2pp/1p2pn2/3P4/2P5/2b2B2/PP3PPP/R1BQK1NR w KQkq - 0 9
8moves-v3-07368	e2e4 c7c6 b1c3 d7d5 g1f3 g8f6 e4e5 f6e4 c3e2 d8b6 d2d4 c6c5 d4c5 b6c5 e2d4 b8c6	r1b1kb1r/pp2pppp/2n5/2qpP3/3Nn3/5N2/PPP2PPP/R1BQKB1R w KQkq - 2 9
8moves-v3-07473	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 g7g6 f1c4 d5b6 c4b3 a7a5 a2a4 f8g7 f3g5 e7e6	rnbqk2r/1pp2pbp/1n1pp1p1/p3P1N1/P2P4/1B6/1PP2PPP/RNBQK2R w KQkq - 0 9
8moves-v3-07583	e2e4 e7e6 d2d4 d7d5 b1d2 a7a6 g1f3 c7c5 e4d5 e6d5 d4c5 f8c5 d2b3 c5b6 c1g5 f7f6	rnbqk1nr/1p4pp/pb3p2/3p2B1/8/1N3N2/PPP2PPP/R2QKB1R w KQkq - 0 9
8moves-v3-07634	e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 f1c4 f8c5 d2d3 d7d6 c1e3 c5b6 d1d2 c8e6 c4b3 b6a5	r2qk2r/ppp2ppp/2npbn2/b3p3/4P3/1BNPBN2/PPPQ1PPP/R3K2R w KQkq - 6 9
8moves-v3-08222	c2c4 c7c5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5c7 f2f4 g7g6 b2b3 f8g7 c1b2 e8g8	rnbq1rk1/ppn1ppbp/6p1/2p5/5P2/1PN3P1/PB1PP1BP/R2QK1NR w KQ - 3 9
8moves-v3-08343	d2d4 g8f6 g1f3 e7e6 c2c4 b7b6 g2g3 c8a6 d1c2 a6b7 b1c3 f8b4 f1g2 e8g8 e1g1 a7a5	rn1q1rk1/1bpp1ppp/1p2pn2/p7/1bPP4/2N2NP1/PPQ1PPBP/R1B2RK1 w - - 0 9
8moves-v3-08422	d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 g2g3 e8g8 f1g2 d7d6 e2e3 c7c6 g1e2 b8d7 e1g1 d7b6	r1bq1rk1/pp2ppbp/1npp1np1/8/2PP4/2N1P1P1/PP2NPBP/R1BQ1RK1 w - - 4 9
8moves-v3-09015	d2d4 d7d6 e2e4 g8f6 b1c3 b8d7 g1f3 e7e5 f1c4 f8e7 e1g1 e8g8 f1e1 c7c6 a2a4 e5d4	r1bq1rk1/pp1nbppp/2pp1n2/8/P1BpP3/2N2N2/1PP2PPP/R1BQR1K1 w - - 0 9
8moves-v3-09560	g1f3 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 d1a4 c8d7 a4h4 d5f6 g2g3 c7c5 f1g2 b8c6	r2qkb1r/pp1bpp1p/2n2np1/2p5/7Q/2N2NP1/PP1PPPBP/R1B1K2R w KQkq - 2 9
8moves-v3-09667	d2d4 g8f6 c2c4 d7d6 b1c3 e7e5 d4d5 f8e7 e2e4 a7a5 f1d3 b8a6 g1e2 a6c5 d3c2 e8g8	r1bq1rk1/1pp1bppp/3p1n2/p1nPp3/2P1P3/2N5/PPB1NPPP/R1BQK2R w KQ - 6 9
8moves-v3-09942	d2d4 d7d5 g1f3 g8f6 e2e3 e7e6 f1d3 c7c5 b2b3 b8d7 e1g1 b7b6 c1b2 c8b7 f3e5 f8e7	r2qk2r/pb1nbppp/1p2pn2/2ppN3/3P4/1P1BP3/PBP2PPP/RN1Q1RK1 w kq - 4 9
8moves-v3-10473	d2d4 g8f6 c2c4 c7c5 d4d5 g7g6 b1c3 d7d6 e2e4 f8g7 f2f3 e8g8 c1e3 d8a5 d1d2 f8d8	rnbr2k1/pp2ppbp/3p1np1/q1pP4/2P1P3/2N1BP2/PP1Q2PP/R3KBNR w KQ - 5 9
8moves-v3-10563	g1f3 c7c5 c2c4 b8c6 d2d4 c5d4 f3d4 g8f6 g2g3 e7e6 f1g2 d8b6 d4b3 c6e5 d1c2 b6c7	r1b1kb1r/ppqp1ppp/4pn2/4n3/2P5/1N4P1/PPQ1PPBP/RNB1K2R w KQkq - 6 9
8moves-v3-10720	d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f1e2 e8g8 g2g4 a7a6 g4g5 f6d7 c1e3 c7c5	rnbq1rk1/1p1nppbp/p2p2p1/2p3P1/2PPP3/2N1B3/PP2BP1P/R2QK1NR w KQ - 0 9
8moves-v3-10967	c2c4 c7c6 g1f3 d7d5 d2d4 g8f6 d1b3 e7e6 c1g5 h7h6 g5h4 d5c4 b3c4 b7b5 c4c2 c8b7	rn1qkb1r/pb3pp1/2p1pn1p/1p6/3P3B/5N2/PPQ1PPPP/RN2KB1R w KQkq - 2 9
8moves-v3-11323	c2c4 e7e6 b1c3 b7b6 e2e4 c8b7 g1f3 f8b4 f1d3 g8e7 c3e2 e7g6 d3c2 g6h4 a2a3 b4d6	rn1qk2r/pbpp1ppp/1p1bp3/8/2P1P2n/P4N2/1PBPNPPP/R1BQK2R w KQkq - 1 9
8moves-v3-11842	d2d4 g8f6 c2c4 e7e6 g2g3 c7c5 g1f3 c5d4 f3d4 f8b4 c1d2 d8b6 e2e3 b4c5 d4b3 b6c6	rnb1k2r/pp1p1ppp/2q1pn2/2b5/2P5/1N2P1P1/PP1B1P1P/RN1QKB1R w KQkq - 3 9
8moves-v3-11872	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7 g2g3 h7h5 h2h3 b7b6	r1b1k2r/p1ppnpp1/1pn2q2/2b4p/3NP3/2P1B1PP/PP3P2/RN1QKB1R w KQkq - 0 9
8moves-v3-12184	g2g3 d7d5 g1f3 b8c6 d2d4 c8g4 f1g2 d8d7 h2h3 g4f3 g2f3 g7g6 f3g2 f8g7 e2e3 g8f6	r3k2r/pppqppbp/2n2np1/3p4/3P4/4P1PP/PPP2PB1/RNBQK2R w KQkq - 1 9
8moves-v3-12801	e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 c5b6 f4e5 d6e5 a2a4 b8c6 b2b4 a7a6 f1c4 c8e6	r2qk1nr/1pp2ppp/pbn1b3/4p3/PPB1P3/2P2N2/3P2PP/RNBQK2R w KQkq - 2 9
8moves-v3-12901	e2e4 c7c5 b1c3 d7d6 g1e2 g8f6 g2g3 g7g6 f1g2 f8g7 e1g1 e8g8 a2a3 b8c6 a1b1 a7a5	r1bq1rk1/1p2ppbp/2np1np1/p1p5/4P3/P1N3P1/1PPPNPBP/1RBQ1RK1 w - - 0 9
8moves-v3-12910	d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f2f3 e8g8 c1e3 e7e5 d4d5 f6e8 d1d2 f7f5	rnbqnrk1/ppp3bp/3p2p1/3Ppp2/2P1P3/2N1BP2/PP1Q2PP/R3KBNR w KQ - 0 9
8moves-v3-13107	e2e4 c7c5 g1f3 d7d6 d2d4 g8f6 b1c3 c5d4 f3d4 e7e6 f1c4 f8e7 c1e3 e8g8 d1e2 d6d5	rnbq1rk1/pp2bppp/4pn2/3p4/2BNP3/2N1B3/PPP1QPPP/R3K2R w KQ - 0 9
8moves-v3-13146	c2c4 e7e5 b1c3 f8b4 c3d5 b4a5 b2b4 c7c6 b4a5 c6d5 c4d5 d8a5 e2e4 g8f6 f2f3 d7d6	rnb1k2r/pp3ppp/3p1n2/q2Pp3/4P3/5P2/P2P2PP/R1BQKBNR w KQkq - 0 9
